Province,District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,Year,canonical_Province,canonical_District,matched_score_Province,matched_score_District,join_key,match_status,reconciliation_notes
Luapula,Chipili,11663.0,241184.0,2000.0,22352.0,2350.0,0.0,279549.0,2024,Luapula,Chipili,Luapula,Chipili,2024::luapula::chipili,matched,
Luapula,Kawambwa,49318.0,2155552.0,287192.0,306379.0,516202.0,111536.0,3794314.0,2024,Luapula,Kawambwa,Luapula,Kawambwa,2024::luapula::kawambwa,matched,
Luapula,Lunga,5498.0,17200.0,0.0,32405.0,0.0,15756.0,70859.0,2024,Luapula,Lunga,Luapula,Lunga,2024::luapula::lunga,matched,
Luapula,Mansa Municipal Council,110088.0,4473933.0,161162.0,3063619.0,1854578.0,431321.0,13923254.0,2024,Luapula,Mansa,Luapula,Mansa,2024::luapula::mansa,matched,council suffix removed: Mansa Municipal Council -> Mansa
Luapula,Milenge,23167.0,451029.0,2020.0,126013.0,8281.0,124504.0,735014.0,2024,Luapula,Milengi,Luapula,Milengi,2024::luapula::milengi,matched,district spelling normalized: Milenge -> Milengi
Luapula,Mwansabombwe,73225.0,1106072.0,8066.0,704727.0,72700.0,0.0,1964790.0,2024,Luapula,Mwansabombwe,Luapula,Mwansabombwe,2024::luapula::mwansabombwe,matched,
Luapula,Mwense,37183.0,1191362.0,20344.0,343402.0,192812.0,665323.0,5681919.0,2024,Luapula,Mwense,Luapula,Mwense,2024::luapula::mwense,matched,
Luapula,Nchelenge,33265.0,2396840.0,30156.0,712736.0,85207.0,-47980.0,3218484.0,2024,Luapula,Nchelenge,Luapula,Nchelenge,2024::luapula::nchelenge,matched,
Luapula,Samfya,30750.0,910494.0,38735.0,742712.0,439513.0,17660.0,2851388.0,2024,Luapula,Samfya,Luapula,Samfya,2024::luapula::samfya,matched,
Lusaka,Chilanga,293033.0,3317893.0,3360497.0,3913397.0,1388821.0,0.0,17560245.0,2024,Lusaka,Chilanga,Lusaka,Chilanga,2024::lusaka::chilanga,matched,
Lusaka,Chongwe,258359.0,7754160.0,715197.0,12057888.0,4538656.0,77829.0,58122671.0,2024,Lusaka,Chongwe,Lusaka,Chongwe,2024::lusaka::chongwe,matched,
Lusaka,Kafue,215476.0,4057727.0,2316775.0,2785989.0,3224487.0,121376.0,24291213.0,2024,Lusaka,Kafue,Lusaka,Kafue,2024::lusaka::kafue,matched,
Lusaka,Luangwa,22292.0,1058363.0,115432.0,1377443.0,117783.0,66760.0,2799363.0,2024,Lusaka,Luangwa,Lusaka,Luangwa,2024::lusaka::luangwa,matched,
Lusaka,Lusaka City Council,3543268.0,101118185.0,5687962.0,53605233.0,79476872.0,8762631.0,392743158.0,2024,Lusaka,Lusaka,Lusaka,Lusaka,2024::lusaka::lusaka,matched,council suffix removed: Lusaka City Council -> Lusaka
Lusaka,Rufunsa,20985.0,625613.0,86206.0,398954.0,233862.0,230203.0,1595823.0,2024,Lusaka,Rufunsa,Lusaka,Rufunsa,2024::lusaka::rufunsa,matched,
Muchinga,Chinsali Municipal Council,91443.0,2297564.0,337531.0,524895.0,982888.0,135967.0,4760378.0,2024,Muchinga,Chinsali,Muchiga,Chinsali,2024::muchinga::chinsali,matched,council suffix removed: Chinsali Municipal Council -> Chinsali; score province normalized: Muchiga -> Muchinga
Muchinga,Isoka,50500.0,2369356.0,8580.0,1027681.0,200773.0,70403.0,3882754.0,2024,Muchinga,Isoka,Muchiga,Isoka,2024::muchinga::isoka,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Kanchibiya,20804.0,737415.0,0.0,188805.0,14850.0,0.0,961874.0,2024,Muchinga,Kanchibiya,Muchiga,Kanchibiya,2024::muchinga::kanchibiya,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Lavushimanda,6853.0,286600.0,4292.0,187589.0,64899.0,0.0,550233.0,2024,Muchinga,Lavushimanda,Muchiga,Lavushimanda,2024::muchinga::lavushimanda,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Mafinga,31905.0,918265.0,2790.0,241578.0,83401.0,0.0,1277939.0,2024,Muchinga,Mafinga,Muchiga,Mafinga,2024::muchinga::mafinga,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Mpika,82699.0,4682138.0,81532.0,1148948.0,1280757.0,283548.0,11186931.0,2024,Muchinga,Mpika,Muchiga,Mpika,2024::muchinga::mpika,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Nakonde,30757.0,33606964.0,189266.0,1894983.0,1503407.0,137750.0,37363127.0,2024,Muchinga,Nakonde,Muchiga,Nakonde,2024::muchinga::nakonde,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Shiwang'andu,26255.0,774953.0,75180.0,275767.0,80800.0,0.0,1244592.0,2024,Muchinga,Shiwang'andu,Muchiga,Shiwang'Andu,2024::muchinga::shiwang andu,matched,score province normalized: Muchiga -> Muchinga; score district normalized: Shiwang'Andu -> Shiwang'andu
North Western,Chavuma,22810.0,1046827.0,5331.0,283888.0,20924.0,0.0,1825689.0,2024,North-Western,Chavuma,North-Western,Chavuma,2024::north western::chavuma,matched,province normalized: North Western -> North-Western
North Western,Ikelenge,18242.0,312592.0,88614.0,101720.0,12218.0,15262.0,548648.0,2024,North-Western,Ikelenge,North-Western,Ikelenge,2024::north western::ikelenge,matched,province normalized: North Western -> North-Western
North Western,Kabompo,31337.0,911049.0,25631.0,1400202.0,175704.0,0.0,3156073.0,2024,North-Western,Kabompo,North-Western,Kabompo,2024::north western::kabompo,matched,province normalized: North Western -> North-Western
North Western,Kalumbila,59265.0,1837887.0,351760.0,2080801.0,369235.0,0.0,120243821.0,2024,North-Western,Kalumbila,North-Western,Kalumbila,2024::north western::kalumbila,matched,province normalized: North Western -> North-Western
North Western,Kasempa,3295.0,2490978.0,394774.0,519734.0,208277.0,1364542.0,6656597.0,2024,North-Western,Kasempa,North-Western,Kasempa,2024::north western::kasempa,matched,province normalized: North Western -> North-Western
North Western,Manyinga,25053.0,529405.0,8667.0,1549468.0,16710.0,253513.0,2382816.0,2024,North-Western,Manyinga,North-Western,Manyinga,2024::north western::manyinga,matched,province normalized: North Western -> North-Western
North Western,Mufumbwe,88189.0,804358.0,154400.0,541075.0,146965.0,-3817.0,1731170.0,2024,North-Western,Mufumbwe,North-Western,Mufumbwe,2024::north western::mufumbwe,matched,province normalized: North Western -> North-Western
North Western,Mushindamo,19725.0,3009926.0,95171.0,39652.0,4295.0,0.0,3168769.0,2024,North-Western,Mushindano,North-Western,Mushindano,2024::north western::mushindano,matched,province normalized: North Western -> North-Western; district spelling normalized: Mushindamo -> Mushindano
North Western,Mwinilunga,27348.0,1386947.0,620460.0,1192631.0,137101.0,124740.0,3489227.0,2024,North-Western,Mwinilunga,North-Western,Mwinilunga,2024::north western::mwinilunga,matched,province normalized: North Western -> North-Western
North Western,Solwezi Municipal Council,272227.0,5236125.0,293966.0,2998005.0,3089074.0,0.0,83321992.0,2024,North-Western,Solwezi,North-Western,Solwezi,2024::north western::solwezi,matched,province normalized: North Western -> North-Western; council suffix removed: Solwezi Municipal Council -> Solwezi
North Western,Zambezi,47655.0,503637.0,66756.0,465225.0,45163.0,0.0,1259513.0,2024,North-Western,Zambezi,North-Western,Zambezi,2024::north western::zambezi,matched,province normalized: North Western -> North-Western
Northern,Chilubi,22890.0,512078.0,900.0,203119.0,5370.0,14535.0,758892.0,2024,Northern,Chilubi,Northern,Chilubi,2024::northern::chilubi,matched,
Northern,Kaputa,25448.0,838554.0,36300.0,326226.0,66882.0,119121.0,1412531.0,2024,Northern,Kaputa,Northern,Kaputa,2024::northern::kaputa,matched,
Northern,Kasama Municipal Council,131599.0,5430253.0,298433.0,2674210.0,1993399.0,0.0,13591563.0,2024,Northern,Kasama,Northern,Kasama,2024::northern::kasama,matched,council suffix removed: Kasama Municipal Council -> Kasama
Northern,Lunte,15235.0,111466.0,3990.0,452653.0,6780.0,0.0,590124.0,2024,Northern,Lunte,Northern,Lunte,2024::northern::lunte,matched,
Northern,Lupososhi,13409.0,211599.0,175334.0,13881.0,240.0,0.0,414463.0,2024,Northern,Lupososhi,Northern,Lupososhi,2024::northern::lupososhi,matched,
Northern,Luwingu,37968.0,843829.0,69915.0,411529.0,88258.0,0.0,1549673.0,2024,Northern,Luwingu,Northern,Luwingu,2024::northern::luwingu,matched,
Northern,Mbala Municipal Council,47331.5,2181104.7,4050.0,393498.0,316508.97,2256.33,4164828.95,2024,Northern,Mbala,Northern,Mbala,2024::northern::mbala,matched,council suffix removed: Mbala Municipal Council -> Mbala
Northern,Mporokoso,27044.0,305709.0,20100.0,199841.0,61930.0,0.0,640989.0,2024,Northern,Mporokoso,Northern,Mporokoso,2024::northern::mporokoso,matched,
Northern,Mpulungu,33846.0,1337345.0,81125.0,897449.86,190896.0,0.0,4241233.09,2024,Northern,Mpulungu,Northern,Mpulungu,2024::northern::mpulungu,matched,
Northern,Mungwi,40351.0,1149140.0,6594.0,206759.0,42890.0,78976.0,1560378.0,2024,Northern,Mungwi,Northern,Mungwi,2024::northern::mungwi,matched,
Northern,Nsama,0.0,181145.0,1370.0,544273.0,31605.0,25841.0,791134.0,2024,Northern,Nsama,Northern,Nsama,2024::northern::nsama,matched,
Northern,Senga Hill,10318.0,905077.0,138468.0,125.0,2700.0,55969.0,1122657.0,2024,Northern,Senga Hill,Northern,Senga Hill,2024::northern::senga hill,matched,
Southern,Chikankata,38774.0,967258.0,246997.0,387275.0,41538.0,0.0,14761267.0,2024,Southern,Chikankanta,Southern,Chikankanta,2024::southern::chikankanta,matched,district spelling normalized: Chikankata -> Chikankanta
Southern,Chirundu,42190.0,20235610.0,371877.0,186848.0,2073393.0,0.0,23204297.0,2024,Lusaka,Chirundu,Lusaka,Chirundu,2024::lusaka::chirundu,matched,OSR province differs from score/admin geography: Southern -> Lusaka
Southern,Choma Municipal Council,141693.0,3973583.0,540128.0,2491512.0,2046669.0,-470841.0,11015859.0,2024,Southern,Choma,Southern,Choma,2024::southern::choma,matched,council suffix removed: Choma Municipal Council -> Choma
Southern,Gwembe,25912.0,684104.0,114230.0,692257.0,41460.0,201253.0,1825741.0,2024,Southern,Gwembe,Southern,Gwembe,2024::southern::gwembe,matched,
Southern,Kalomo,51832.0,964311.0,42080.0,406625.0,500399.0,0.0,2627270.0,2024,Southern,Kalomo,Southern,Kalomo,2024::southern::kalomo,matched,
Southern,Kazungula,46004.0,13807814.0,82410.0,1196356.0,238435.0,-9173.0,16123256.0,2024,Southern,Kazungula,Southern,Kazungula,2024::southern::kazungula,matched,
Southern,Livingstone City Council,240714.1,11842550.0,867808.0,4215065.0,7135251.0,0.0,61323214.7,2024,Southern,Livingstone,Southern,Livingstone,2024::southern::livingstone,matched,council suffix removed: Livingstone City Council -> Livingstone
Southern,Mazabuka Municipal Council,64335.0,4114572.0,1575612.0,191058.0,1659866.0,6947.0,12755437.0,2024,Southern,Mazabuka,Southern,Mazabuka,2024::southern::mazabuka,matched,council suffix removed: Mazabuka Municipal Council -> Mazabuka
Southern,Monze,72491.0,2267875.0,342454.0,3152148.0,743425.0,46483.0,7723198.0,2024,Southern,Monze,Southern,Monze,2024::southern::monze,matched,
Southern,Namwala,120296.0,1528163.0,61150.0,2868100.0,374152.0,26533.0,5060643.0,2024,Southern,Namwala,Southern,Namwala,2024::southern::namwala,matched,
Southern,Pemba,26460.0,147647.0,106050.0,550761.0,109474.0,9987.0,950379.0,2024,Southern,Pemba,Southern,Pemba,2024::southern::pemba,matched,
Southern,Siavonga,49231.0,790434.0,144205.0,11023556.0,399265.0,172133.0,20754017.0,2024,Southern,Siavonga,Southern,Siavonga,2024::southern::siavonga,matched,
Southern,Sinazongwe,55954.0,3505387.0,140810.0,1926445.0,106710.0,15558.0,10788461.0,2024,Southern,Sinazongwe,Southern,Sinazongwe,2024::southern::sinazongwe,matched,
Southern,Zimba,0.0,1142745.0,73783.0,597781.0,258656.0,79825.0,2309354.0,2024,Southern,Zimba,Southern,Zimba,2024::southern::zimba,matched,
Western,Kalabo,33525.0,218295.0,23847.0,383937.0,90837.0,295332.0,1045773.0,2024,Western,Kalabo,Western,Kalabo,2024::western::kalabo,matched,
Western,Kaoma,51091.0,1184048.0,177307.0,1610058.0,345670.0,0.0,3955194.0,2024,Western,Kaoma,Western,Kaoma,2024::western::kaoma,matched,
Western,Limulunga,18523.0,655413.0,54724.0,712964.0,72608.0,45340.0,1559572.0,2024,Western,Limulunga,Western,Limulunga,2024::western::limulunga,matched,
Western,Luampa,14332.0,202748.0,127013.0,310090.0,1990.0,0.0,656173.0,2024,Western,Luampa,Western,Luampa,2024::western::luampa,matched,
Western,Lukulu,18720.0,620888.0,24200.0,492818.0,16810.0,26017.0,1199453.0,2024,Western,Lukulu,Western,Lukulu,2024::western::lukulu,matched,
Western,Mitete,13553.0,87000.0,50.0,12000.0,0.0,53547.0,166150.0,2024,Western,Mitete,Western,Mitete,2024::western::mitete,matched,
Western,Mongu Municipal Council,103437.0,3136017.0,129383.0,2095496.0,1718588.0,0.0,8446391.0,2024,Western,Mongu,Western,Mongu,2024::western::mongu,matched,council suffix removed: Mongu Municipal Council -> Mongu
Western,Mulobezi,15630.0,595644.44,2538.0,73523.0,45812.0,49010.0,782157.44,2024,Western,Mulobezi,Western,Mulobezi,2024::western::mulobezi,matched,
Western,Mwandi,14090.0,346635.0,8089.0,135832.0,46180.0,0.0,550826.0,2024,Western,Mwandi,Western,Mwandi,2024::western::mwandi,matched,
Western,Nalolo,18308.0,221396.0,2650.0,247896.0,600.0,0.0,490850.0,2024,Western,Nalolo,Western,Nalolo,2024::western::nalolo,matched,
Western,Nkeyema,19553.0,716523.0,11100.0,118102.0,46599.0,5593.0,1156718.0,2024,Western,Nkeyema,Western,Nkeyema,2024::western::nkeyema,matched,
Western,Senanga,47409.0,903974.0,456979.0,201562.0,158030.0,28088.0,1836891.0,2024,Western,Senanga,Western,Senanga,2024::western::senanga,matched,
Western,Sesheke,37088.0,5470959.0,175740.0,1089689.0,270530.0,36000.0,7234276.0,2024,Western,Sesheke,Western,Sesheke,2024::western::sesheke,matched,
Western,Shang'ombo,14177.0,504686.0,19582.0,1568293.0,12136.0,0.0,2118874.0,2024,Western,Shangombo,Western,Shangombo,2024::western::shangombo,matched,district spelling normalized: Shang'ombo -> Shangombo
Western,Sikongo,12158.0,93840.0,3110.0,76537.0,1200.0,0.0,186845.0,2024,Western,Sikongo,Western,Sikongo,2024::western::sikongo,matched,
Western,Sioma,17730.0,590391.0,4050.0,401686.0,7150.0,0.0,1021007.0,2024,Western,Sioma,Western,Sioma,2024::western::sioma,matched,
